#step	#e_xz	#s_xz	#dW	#W	#We	#Wp	#dWp	#dWe	#Delta_Ep	#Delta_Ek	#Delta_U	#Delta_T	#Delta_Q	#Delta_Etot	#Delta_Ttally	#dQ	#dU	#Beta_0_diff	#Beta_0_int	#Beta_1_diff	#Beta_1_int
259000	0.12949899999999998	0.902984	451492.0000000004	1.006135791108999e8	1.4908424343576139e7	8.570515476732384e7	438339.0336506516	13152.966349342838	2.0787090919850864e7	-129919.31824906789	2.0646637602824844e7	-0.10400000000004184	-249005.78976010016	2.0646637602824844e7	-0.10400000000004184	-454914.4235999945	-70226.65851300955	-1.0378140860769274	-0.0029053770503782664	0.15240311673053342	0.9301416692465795
260000	0.12999899999999998	0.903947	451973.50000000035	1.010655526108999e8	1.4924795428102756e7	8.614075718279722e7	435602.41547338665	16371.08452661708	2.0716864261337854e7	-28090.66340520387	2.068175093208135e7	-0.021000000000015007	-50280.01524003593	2.068175093208135e7	-0.021000000000015007	198725.77452006424	35113.329256504774	0.4562090738273362	-0.0005836959980899392	1.4131830389291602	0.9325843455625166
261000	0.13049899999999998	0.903986	451993.00000000035	1.015175456108999e8	1.491736157202633e7	8.660018403887364e7	459426.85607641935	-7433.856076426804	2.0646637602824844e7	56181.32681040774	2.0716864261337854e7	0.04599999999999227	110137.17623998149	2.0716864261337854e7	0.04599999999999227	160417.1914800174	35113.329256504774	0.349168076176492	0.0012717891706851617	1.2565588071052594	0.9343030782646182
262000	0.13099899999999998	0.903552	451776.0000000004	1.019693216108999e8	1.4907052504428755e7	8.706226910647123e7	462085.06759758294	-10309.067597573623	2.075197759059436e7	-21067.9975539029	2.0716864261337854e7	-0.016999999999995907	-40702.8694799902	2.0716864261337854e7	-0.016999999999995907	-150840.0457199717	0.0	-0.32643349958093454	-0.0004675144571549515	0.6512566091880605	0.9328008023862288
263000	0.13149899999999998	0.903887	451943.5000000004	1.024212651108999e8	1.4917109519762846e7	8.750415559113713e7	441886.48466590047	10057.015334090218	2.082220424910737e7	24579.330479553388	2.082220424910737e7	0.022999999999967713	55068.58811992269	2.082220424910737e7	0.022999999999967713	95771.45759991289	105339.98776951432	0.21673316773271156	0.000629325404581132	1.0011054539603268	0.9331457334602619
264000	0.13199899999999998	0.903454	451727.0000000004	1.028729921108999e8	1.4903750217396103e7	8.796924189350387e7	465086.30236674845	-13359.302366742864	2.0716864261337854e7	-101828.65484386402	2.0576410944311835e7	-0.08300000000002683	-198725.77452006424	2.0576410944311835e7	-0.08300000000002683	-253794.36263998694	-245793.30479553342	-0.5456930495447162	-0.0022590370252439248	0.9540722655075048	0.9332563703510856
265000	0.13249899999999998	0.902338	451169.0000000004	1.033241611108999e8	1.4872579320077043e7	8.845158179082294e7	482339.89731906354	-31170.89731905982	2.0787090919850864e7	0.0	2.0787090919850864e7	0.0019999999999527063	4788.572879886765	2.0787090919850864e7	0.0019999999999527063	203514.34739995102	210679.97553902864	0.42193139844147726	5.4137786831344044e-5	0.920519688146846	0.933186915290337
266000	0.13299899999999998	0.901646	450823.00000000035	1.037749841108999e8	1.484818997566109e7	8.892679413523889e7	475212.3444159478	-24389.344415953383	2.0646637602824844e7	-17556.66462825242	2.061152427356834e7	-0.012000000000000455	-28731.43728000109	2.061152427356834e7	-0.012000000000000455	-33520.010159887854	-175566.64628252387	-0.07053690956005171	-0.00032309089245145437	1.2475888791384144	0.9348670353911697
267000	0.13349899999999998	0.900549	450274.5000000004	1.042252586108999e8	1.4822595267805412e7	8.940266334309456e7	475869.20785567164	-25594.707855677232	2.075197759059436e7	-14045.331702601936	2.0716864261337854e7	-0.009000000000014552	-21548.57796003484	2.0716864261337854e7	-0.009000000000014552	7182.85931996625	105339.98776951432	0.01509418806972854	-0.00024102836710064574	0.7399456946103592	0.9338295152484468
268000	0.13399899999999998	0.898755	449377.50000000035	1.046746361108999e8	1.4767868883177489e7	8.99067672277225e7	504103.88462793827	-54726.38462792337	2.068175093208135e7	0.0	2.068175093208135e7	0.0019999999999527063	4788.572879886765	2.068175093208135e7	0.0019999999999527063	26337.150839921604	-35113.329256504774	0.052245482812258326	5.3261540010196496e-5	1.0133387098841062	0.9342753203320393
269000	0.13449899999999998	0.897546	448773.0000000004	1.051234091108999e8	1.474551196175336e7	9.037789714914662e7	471129.92142412066	-22356.921424128115	2.082220424910737e7	-105339.98776951451	2.068175093208135e7	-0.08600000000001273	-205908.6338400305	2.068175093208135e7	-0.08600000000001273	-210697.20671991727	0.0	-0.4472167806345787	-0.0022783074217828797	0.5053293846428291	0.9320392728984178
270000	0.13499899999999998	0.896046	448023.0000000004	1.055714321108999e8	1.4726682090181869e7	9.084475002071811e7	466852.8715714961	-18829.871571492404	2.075197759059436e7	-77249.32436431064	2.0646637602824844e7	-0.06100000000003547	-146051.47284008493	2.0646637602824844e7	-0.06100000000003547	59857.16099994557	-35113.329256504774	0.1282141861920169	-0.0016077040534183465	1.163093392632795	0.9332266643465952
271000	0.13549899999999998	0.894997	447498.50000000047	1.060189306108999e8	1.469981950564125e7	9.131911110525873e7	474361.08454062045	-26862.584540618584	2.0646637602824844e7	35113.32925650484	2.068175093208135e7	0.029999999999972715	71828.59319993466	2.068175093208135e7	0.029999999999972715	217880.0660400196	35113.329256504774	0.4593126905657079	0.0007865669335867892	1.328661345383921	0.9352807669532843
272000	0.13599899999999998	0.893628	446814.0000000004	1.064657446108999e8	1.4671101183802215e7	9.179464342709777e7	475532.32183903456	-28718.321839034557	2.068175093208135e7	-14045.331702601936	2.0646637602824844e7	-0.010000000000047748	-23942.864400114322	2.0646637602824844e7	-0.010000000000047748	-95771.45760004899	-35113.329256504774	-0.201398418575777	-0.00026083073593645434	0.8120496839480192	0.9346423815221042
273000	0.13649899999999998	0.89258	446290.0000000004	1.069120346108999e8	1.4637124392589753e7	9.227491021831022e7	480266.79121245444	-33976.79121246189	2.054129761505533e7	31601.996330854352	2.0576410944311835e7	0.027999999999963165	67040.02031991181	2.0576410944311835e7	0.027999999999963165	90982.88472002614	-70226.65851300955	0.18944238157782237	0.0007265249043461976	1.2649209863113149	0.9363613953401937
274000	0.13699899999999998	0.893331	446665.5000000004	1.073587001108999e8	1.4664800103051832e7	9.269390000784814e7	418989.78953792155	27675.710462078452	2.0576410944311835e7	-3511.332925650484	2.054129761505533e7	0.0	0.0	2.054129761505533e7	0.0	-67040.02031991181	-35113.329256504774	-0.16000394757553923	0.0	0.9898542143329633	0.9366031905928442
275000	0.13749899999999998	0.89482	447410.00000000035	1.078061101108999e8	1.470841276081749e7	9.309769735008249e7	403797.3422343433	43612.65776565857	2.0646637602824844e7	56181.32681040774	2.068175093208135e7	0.04699999999996862	112531.46267992487	2.068175093208135e7	0.04699999999996862	112531.46267992487	140453.3170260191	0.27868301969807757	0.0012087459290938646	1.0388581146491505	0.937046706036723
276000	0.13799899999999998	0.895169	447584.5000000004	1.082536946108999e8	1.472505213037154e7	9.352864248052844e7	430945.1304459572	16639.369554050267	2.0646637602824844e7	66715.32558735918	2.0716864261337854e7	0.05699999999995953	136474.3270799031	2.0716864261337854e7	0.05699999999995953	23942.864399978236	35113.329256504774	0.05555896263452685	0.0014591714736832135	1.012690489603315	0.9373952444022117
277000	0.13849899999999998	0.89535	447675.0000000004	1.087013696108999e8	1.4743390669638177e7	9.39579789412618e7	429336.4607333541	18338.539266636595	2.0857317578363873e7	-7022.665851300968	2.0857317578363873e7	-0.0030000000000427463	-7182.859320102347	2.0857317578363873e7	-0.0030000000000427463	-143657.18640000545	140453.3170260191	-0.33460281047321977	-7.644757157444542e-5	0.3809704311965023	0.9348526880098982
278000	0.13899899999999998	0.895103	447551.5000000004	1.091489211108999e8	1.4738471755072387e7	9.44104493558276e7	452470.4145658016	-4918.914565790445	2.0787090919850864e7	119385.31947211645	2.0892430907620378e7	0.0999999999999659	239428.64399991833	2.0892430907620378e7	0.0999999999999659	246611.50332002068	35113.329256504774	0.5450334328636124	0.002536039661219336	1.4565586010655802	0.9373530096625582
279000	0.13949899999999998	0.894149	447074.5000000004	1.095959956108999e8	1.471552764035858e7	9.48804679705414e7	470018.61471380293	-22944.11471380666	2.0787090919850864e7	35113.32925650484	2.082220424910737e7	0.028999999999996362	69434.30675999129	2.082220424910737e7	0.028999999999996362	-169994.33723992703	-70226.65851300955	-0.3616757547856643	0.0007318082240229816	0.7389214180050208	0.936370019761462
280000	0.13999899999999998	0.891943	445971.5000000004	1.100419671108999e8	1.4648476478673002e7	9.539349063222697e7	513022.6616855711	-67051.16168557853	2.0857317578363873e7	3511.332925650484	2.0857317578363873e7	0.003999999999962256	9577.14575990963	2.0857317578363873e7	0.003999999999962256	-59857.16100008166	35113.329256504774	-0.11667547161253435	0.00010039621882411926	0.6841822709939718	0.9350137633831731
281000	0.14049899999999999	0.889213	444606.5000000004	1.104865736108999e8	1.4561745705071758e7	9.592482790582822e7	531337.2736012489	-86730.77360124327	2.0716864261337854e7	-17556.66462825242	2.068175093208135e7	-0.014000000000010004	-33520.01016002395	2.068175093208135e7	-0.014000000000010004	-43097.15591993358	-175566.64628252387	-0.08111073335366376	-0.0003494403992356533	1.0860822664507297	0.9358505470219797
282000	0.14099899999999999	0.886406	443203.0000000004	1.109297766108999e8	1.4486406959654238e7	9.644336965124574e7	518541.7454175204	-75338.7454175204	2.0646637602824844e7	21067.9975539029	2.0646637602824844e7	0.01799999999997226	43097.15591993358	2.0646637602824844e7	0.01799999999997226	76617.16607995753	-35113.329256504774	0.1477550587913935	0.00044686489155013574	1.070180945392622	0.9365727938647189
283000	0.14149899999999999	0.883066	441533.0000000004	1.113713096108999e8	1.438406229777149e7	9.69872473131285e7	543877.6618827581	-102344.66188274883	2.0576410944311835e7	24579.330479553388	2.061152427356834e7	0.01999999999998181	47885.72879995645	2.061152427356834e7	0.01999999999998181	4788.572880022868	-35113.329256504774	0.008804503688285555	0.0004937322186839144	0.8851896959142225	0.9362846516609983
284000	0.141999	0.879656	439828.0000000004	1.118111376108999e8	1.427151430003933e7	9.753962331086065e7	552375.9977321476	-112547.99773215875	2.0506184285798825e7	28090.66340520387	2.054129761505533e7	0.02400000000000091	57462.87456000218	2.054129761505533e7	0.02400000000000091	9577.145760045729	-70226.65851300955	0.017338091805882156	0.0005891234004140747	0.9407211870292354	0.9363097761751938
285000	0.142499	0.876327	438163.50000000035	1.122493011108999e8	1.4172721021089554e7	9.807658008981043e7	536956.7789497823	-98793.27894977666	2.047107095654232e7	-24579.330479553388	2.0435957627285816e7	-0.018000000000029104	-43097.15592006968	2.0435957627285816e7	-0.018000000000029104	-100560.03048007186	-105339.98776951432	-0.18727769984905343	-0.0004394235186484364	0.8249145455539046	0.9356999014816635
286000	0.142999	0.873301	436650.5000000004	1.126859516108999e8	1.4082301860974757e7	9.860364974992523e7	527069.660114795	-90419.16011479683	2.03306176395163e7	7022.665851300968	2.0295504310259797e7	0.007999999999981355	19154.291519955357	2.0295504310259797e7	0.007999999999981355	62251.44744002503	-140453.3170260191	0.11810857681784749	0.00019425540097687795	1.213037503101187	0.9371823642078747
287000	0.143499	0.871559	435779.50000000035	1.131217311108999e8	1.4032007889015846e7	9.908972322188415e7	486073.47195892036	-50293.97195891105	2.0295504310259797e7	-70226.65851300968	2.019016432249028e7	-0.05600000000004002	-134080.0406400958	2.019016432249028e7	-0.05600000000004002	-153234.33216005116	-105339.98776951805	-0.31524932134745565	-0.0013531175209750103	0.7979969654510535	0.9364996059175097
288000	0.143999	0.870753	435376.5000000004	1.135571076108999e8	1.4014754092408512e7	9.954235351849148e7	452630.29660733044	-17253.796607334167	2.0260390981003292e7	24579.330479553388	2.0295504310259797e7	0.022999999999967713	55068.58811992269	2.0295504310259797e7	0.022999999999967713	189148.6287600185	105339.98776951805	0.4178876893079702	0.0005532176623661292	1.1470401890505895	0.9374569576700349
289000	0.144499	0.870259	435129.5000000004	1.139922371108999e8	1.4003012006904466e7	9.998922510399552e7	446871.5855040401	-11742.08550404571	2.0260390981003292e7	122896.65239776694	2.0365730968772806e7	0.10199999999997544	244217.2168799412	2.0365730968772806e7	0.10199999999997544	189148.6287600185	70226.65851300955	0.42327289291994696	0.00244243533866713	1.2398449313398876	0.9388083892176907
290000	0.144999	0.869968	434984.00000000035	1.144272211108999e8	1.4007517118138094e7	1.004197039927619e8	430478.88876637816	4505.111233627424	2.0365730968772806e7	84271.9902156116	2.0435957627285816e7	0.06899999999995998	165205.7643599042	2.0435957627285816e7	0.06899999999995998	-79011.45252003701	70226.65851300955	-0.18354315294406157	0.0016451528713111122	0.6637860680829669	0.93762942434844
291000	0.145499	0.869588	434794.0000000004	1.148620151108999e8	1.3994049210198104e7	1.0086796590070188e8	448261.9079399854	-13467.90793998912	2.0225277651746787e7	17556.66462825242	2.0225277651746787e7	0.014999999999986358	35914.29659996733	2.0225277651746787e7	0.014999999999986358	-129291.46775993686	-210679.97553902864	-0.2884284064066554	0.0003560525512661045	1.1515199008348398	0.938579963523329
292000	0.145999	0.869566	434783.0000000004	1.152967981108999e8	1.3990485296739336e7	1.0130631281416065e8	438346.91345876455	-3563.9134587682784	2.0155050993233774e7	-14045.331702601936	2.011993766397727e7	-0.011000000000024102	-26337.150840057704	2.011993766397727e7	-0.011000000000024102	-62251.44744002503	-105339.98776951805	-0.14201411149181287	-0.00025997541622476545	1.0901674579133152	0.9392358743786248
293000	0.146499	0.86913	434565.00000000035	1.157313631108999e8	1.3989035567947483e7	1.0174232754295251e8	436014.7287918627	-1449.728791853413	2.019016432249028e7	21067.9975539029	2.019016432249028e7	0.01799999999997226	43097.15591993358	2.019016432249028e7	0.01799999999997226	69434.30675999129	70226.65851300955	0.1592476175114182	0.0004235912128286949	0.9948577871415395	0.9394742409836936
294000	0.146999	0.868049	434024.50000000035	1.161653876108999e8	1.3963803602354566e7	1.0220158400854543e8	459256.4655929208	-25231.965592917055	2.019016432249028e7	66715.32558735918	2.0260390981003292e7	0.055999999999983174	134080.0406399597	2.0260390981003292e7	0.055999999999983174	90982.88472002614	70226.65851301327	0.19810909924275782	0.0013119174417957045	0.9902543791514709	0.9397024283156561
295000	0.147499	0.866175	433087.5000000004	1.165984751108999e8	1.3911348251822392e7	1.026871268590776e8	485542.8505321741	-52455.35053217411	2.019016432249028e7	-122896.65239776694	2.0049711005464263e7	-0.09800000000001319	-234640.07112003156	2.0049711005464263e7	-0.09800000000001319	-368720.11175999127	-210679.97553902864	-0.7593976749031718	-0.0022849998660692808	0.5664739239339527	0.9379376654144012
296000	0.147999	0.864177	432088.50000000035	1.170305636108999e8	1.3843958506451236e7	1.0318660510444875e8	499478.245371148	-67389.74537115544	2.001459767620776e7	-98317.32191821355	1.9874144359181736e7	-0.08000000000004093	-191542.91520009798	1.9874144359181736e7	-0.08000000000004093	43097.155919933575	-175566.6462825276	0.08628435035826097	-0.0018562769363931703	1.3028641552124023	0.9397041044074202
297000	0.148499	0.863939	431969.50000000035	1.174625331108999e8	1.382432252438507e7	1.0363821058651492e8	451605.4820661694	-19635.982066165656	1.9979484346951254e7	-87783.3231412621	1.9874144359181736e7	-0.07100000000002638	-169994.33724006315	1.9874144359181736e7	-0.07100000000002638	21548.577960034832	0.0	0.04771549242814003	-0.0016402670045924381	1.004235103358619	0.9399852994678584
298000	0.148999	0.863652	431826.0000000004	1.178943591108999e8	1.3802089584283885e7	1.040922695266161e8	454058.9401011765	-22232.940101185814	1.994437101769475e7	-66715.32558735918	1.9874144359181736e7	-0.05400000000003047	-129291.46776007295	1.9874144359181736e7	-0.05400000000003047	40702.8694799902	0.0	0.08964225981525771	-0.0012420852033302385	1.0406773829289404	0.9404245265199809
299000	0.149499	0.862487	431243.50000000035	1.183256026108999e8	1.3761662591011167e7	1.0456394001988882e8	471670.49327272177	-40426.99327271804	1.9909257688438244e7	-56181.32681040774	1.983903102992523e7	-0.04400000000003956	-105348.60336009473	1.983903102992523e7	-0.04400000000003956	23942.86439997822	-35113.329256504774	0.050761844850308165	-0.001007504148562656	1.0394962174854416	0.9408714223938179
300000	0.149999	0.861225	430612.5000000004	1.187562151108999e8	1.3715522428932346e7	1.0504069268196765e8	476752.6620788276	-46140.16207882017	1.983903102992523e7	-115873.98654646597	1.973369104215572e7	-0.09200000000004138	-220274.35248009907	1.973369104215572e7	-0.09200000000004138	-114925.74912000434	-105339.9877695106	-0.24105948065163021	-0.0020970382701780642	0.8831135558083155	0.9406092743067523
301000	0.150499	0.859131	429565.50000000035	1.191857806108999e8	1.3642855336838847e7	1.0554292527406114e8	502232.5920934975	-72667.09209349938	1.9698577712899216e7	-108851.32069516499	1.9593237725129697e7	-0.08700000000004593	-208302.92028010997	1.9593237725129697e7	-0.08700000000004593	11971.432199989096	-140453.31702602282	0.023836430348113388	-0.0019736322424190353	1.1588062152638325	0.9416475780581329
302000	0.150999	0.856752	428376.0000000004	1.196141566108999e8	1.3569432385958951e7	1.0604472422494105e8	501798.95087990165	-73422.95087989606	1.9593237725129697e7	14045.331702601936	1.9593237725129697e7	0.012999999999976808	31125.72371994447	1.9593237725129697e7	0.012999999999976808	239428.64400005445	0.0	0.4771405830566558	0.0002935150611917372	1.3308211243348922	0.9434891300887427
303000	0.151499	0.85402	427010.0000000004	1.200411666108999e8	1.3480451228728943e7	1.0656071538217105e8	515991.15723000467	-88981.1572300084	1.9487897737360183e7	7022.665851300968	1.9487897737360183e7	0.005999999999971806	14365.718639932495	1.9487897737360183e7	0.005999999999971806	-16760.00508001198	-105339.98776951432	-0.032481186635028234	0.0001348125206217981	0.9992225166364097	0.943759003789552
304000	0.151999	0.852115	426057.50000000035	1.204672241108999e8	1.3423207997487132e7	1.0704401611341286e8	483300.73124180734	-57243.23124181107	1.945278440810368e7	-38624.66218215532	1.9382557749590673e7	-0.03100000000000591	-74222.87964001416	1.9382557749590673e7	-0.03100000000000591	-88588.59827994666	-105339.9877695106	-0.18329911906469595	-0.000693386537005256	0.916218124379398	0.9436346574912604
305000	0.152499	0.850137	425068.5000000004	1.208922926108999e8	1.3364220586447643e7	1.0752807202445234e8	484055.9110394865	-58987.41103948839	1.9347444420334168e7	-14045.331702601936	1.9312331091077663e7	-0.009000000000014552	-21548.57796003484	1.9312331091077663e7	-0.009000000000014552	52674.30167997932	-70226.65851300955	0.1088186312338668	-0.0002003995566398196	1.1320375347059584	0.9444827850978995
306000	0.152999	0.848459	424229.50000000035	1.213165221108999e8	1.3326054566301834e7	1.0799046754459816e8	462395.5201458186	-38166.02014580928	1.9277217761821155e7	-42135.9951078058	1.9206991103308145e7	-0.03400000000004866	-81405.7389601165	1.9206991103308145e7	-0.03400000000004866	-59857.161000081665	-105339.98776951805	-0.12945013174263761	-0.000753823377294828	1.0158236970404033	0.9447882538937608
307000	0.153499	0.847769	423884.50000000035	1.217404066108999e8	1.3312406192362305e7	1.0842800041853769e8	437532.87393952906	-13648.373939529061	1.910165111553863e7	52669.993884757256	1.9136764444795135e7	0.04399999999998272	105348.60335995862	1.9136764444795135e7	0.04399999999998272	186754.34232007514	-70226.65851300955	0.426834995593694	0.0009715996140600912	1.5561470723390407	0.9472552327166673
308000	0.153999	0.846954	423477.0000000004	1.221638836108999e8	1.3303201990558947e7	1.0886068162034105e8	432681.2018033564	-9204.201803358272	1.910165111553863e7	0.0	1.910165111553863e7	0.0009999999999763531	2394.2864399433824	1.910165111553863e7	0.0009999999999763531	-102954.31692001523	-35113.329256504774	-0.23794497309084758	2.199404233287476e-5	0.8219354361923863	0.9467571325820476
309000	0.154499	0.845853	422926.50000000035	1.225868101108999e8	1.32801861709986e7	1.093066239399014e8	445942.319560349	-23015.819560347125	1.9066537786282126e7	-31601.996330854352	1.9031424457025625e7	-0.02400000000000091	-57462.87456000218	1.9031424457025625e7	-0.02400000000000091	-59857.16099994556	-70226.65851300582	-0.13422624042265885	-0.0005257034980020627	0.9716413502540984	0.9468586536550544
310000	0.154999	0.845165	422582.5000000004	1.230093926108999e8	1.3260142368470091e7	1.0974925024242991e8	442626.30252851546	-20043.802528508008	1.8890971139999602e7	-35113.32925650484	1.8820744481486592e7	-0.02800000000002001	-67040.0203200479	1.8820744481486592e7	-0.02800000000002001	-9577.145760045722	-210679.97553903237	-0.021637091391397217	-0.0006108471827548733	1.409056186259546	0.9487227282108497
311000	0.155499	0.84421	422105.00000000035	1.234314976108999e8	1.3231397159062333e7	1.1020010045183766e8	450850.2094077468	-28745.209407757968	1.8785631152230088e7	-21067.9975539029	1.8750517822973583e7	-0.016000000000019554	-38308.58304004682	1.8750517822973583e7	-0.016000000000019554	28731.437280001082	-70226.65851300955	0.06372723507823971	-0.0003476274784049709	1.1557343989647624	0.949569653528763
312000	0.155999	0.843434	421717.0000000004	1.238532146108999e8	1.321024501789301e7	1.1064296959300698e8	442869.1411693245	-21152.141169322655	1.8715404493717078e7	-52669.993884757256	1.8680291164460573e7	-0.04099999999999682	-98165.74403999238	1.8680291164460573e7	-0.04099999999999682	-59857.16099994556	-70226.65851300955	-0.1351576694684628	-0.0008872298384713347	0.9756527546087568	0.9496740560101572
313000	0.156499	0.843954	421977.00000000035	1.242751916108999e8	1.3231180337410748e7	1.1104401127348925e8	401041.68048226833	20935.319517737255	1.8680291164460573e7	-24579.330479553388	1.864517783520407e7	-0.019000000000005457	-45491.44236001306	1.864517783520407e7	-0.019000000000005457	52674.30167997932	-35113.329256504774	0.1313437087552506	-0.00040967038058425877	1.2711013736115353	0.9508349088119016
314000	0.156999	0.845781	422890.50000000035	1.246980821108999e8	1.3294428777158052e7	1.1140365333374195e8	359642.0602526963	63248.439747303724	1.8820744481486592e7	-42135.9951078058	1.8750517822973583e7	-0.03400000000004866	-81405.7389601165	1.8750517822973583e7	-0.03400000000004866	-35914.296600103444	105339.98776951432	-0.09986122472679887	-0.0007307277322067886	0.783101441006359	0.9502934184017604
315000	0.157499	0.847659	423829.5000000004	1.251219116108999e8	1.3348572770473713e7	1.1177333884042628e8	369685.5066843331	54143.993315661326	1.8785631152230088e7	-3511.332925650484	1.8750517822973583e7	-0.0030000000000427463	-7182.859320102347	1.8750517822973583e7	-0.0030000000000427463	74222.87964001416	0.0	0.20077303085455162	-6.426272485567412e-5	1.3472326359423263	0.95160627777665
316000	0.157999	0.849349	424674.5000000004	1.255465861108999e8	1.339723726266227e7	1.1214934884823772e8	376010.007811442	48664.49218855612	1.8855857810743097e7	-112362.65362081549	1.8750517822973583e7	-0.09100000000000819	-217880.0660400196	1.8750517822973583e7	-0.09100000000000819	-210697.20671991725	0.0	-0.5603499969223578	-0.0019427671072335725	0.5690733992042686	0.9503237363072851
317000	0.158499	0.85198	425990.00000000035	1.259725761108999e8	1.3473533736226965e7	1.1249904237467304e8	349693.5264353156	76296.47356469557	1.8890971139999602e7	3511.332925650484	1.8890971139999602e7	0.003999999999962256	9577.14575990963	1.8890971139999602e7	0.003999999999962256	227457.2117999292	140453.3170260191	0.6504473048688335	8.513090918599444e-5	1.466981387969194	0.9519297218548572
318000	0.158999	0.854121	427060.5000000004	1.263996366108999e8	1.3544763023348216e7	1.1285487358755179e8	355831.2128787488	71229.28712125123	1.8996311127769116e7	-66715.32558735918	1.8926084469256107e7	-0.05299999999999727	-126897.18131999347	1.8926084469256107e7	-0.05299999999999727	-136474.3270799031	35113.329256504774	-0.3835366941977836	-0.0011244280134835984	0.7179607477285748	0.951192018101419
319000	0.159499	0.856286	428143.00000000035	1.268277796108999e8	1.360385772913551e7	1.1322392188176449e8	369048.29421269894	59094.70578729361	1.8926084469256107e7	31601.996330854352	1.896119779851261e7	0.027999999999963165	67040.02031991181	1.896119779851261e7	0.027999999999963165	193937.20163990528	35113.329256504774	0.5255062946534869	0.00059210120269389	1.5904879702413635	0.9532757745789653
320000	0.159999	0.857518	428759.0000000004	1.272565386108999e8	1.3651821222806646e7	1.1360471738809335e8	380795.5063288659	47963.49367113598	1.9031424457025625e7	-17556.66462825242	1.8996311127769116e7	-0.013000000000033651	-31125.72372008057	1.8996311127769116e7	-0.013000000000033651	-98165.74403999238	35113.329256504774	-0.257791235475383	-0.0002739826693441762	0.7759543424031895	0.9526814048547075
321000	0.160499	0.85912	429560.0000000004	1.276860986108999e8	1.3701035909762569e7	1.1398506270113744e8	380345.3130440861	49214.686955923215	1.9066537786282126e7	10533.99877695145	1.9066537786282126e7	0.009999999999990905	23942.864399978225	1.9066537786282126e7	0.009999999999990905	55068.58812005879	70226.65851300955	0.1447857676470848	0.00021005264929103122	1.089541307319922	0.9531380789242109
322000	0.160999	0.860456	430228.0000000004	1.281163266108999e8	1.373941169903056e7	1.1437691491186944e8	391852.2107319981	38375.78926799074	1.910165111553863e7	21067.9975539029	1.910165111553863e7	0.01799999999997226	43097.15591993358	1.910165111553863e7	0.01799999999997226	19154.291519955357	35113.329256504774	0.048881417522627355	0.0003767994262928068	1.0572071585089842	0.9534946167704673
323000	0.161499	0.862436	431218.00000000035	1.285475446108999e8	1.3801364923798662e7	1.1474617968710133e8	369264.77523189783	61953.22476810217	1.917187777405164e7	21067.9975539029	1.917187777405164e7	0.018999999999948614	45491.442359876964	1.917187777405164e7	0.018999999999948614	2394.286439943382	70226.65851300955	0.0064839286077037084	0.00039645278373473097	0.9840787757205601	0.9535930396775406
324000	0.161999	0.863929	431964.50000000035	1.289795091108999e8	1.3848085060651934e7	1.1513142405024807e8	385244.3631467372	46720.136853272095	1.917187777405164e7	45647.32803345629	1.9206991103308145e7	0.03699999999997772	88588.59827994664	1.9206991103308145e7	0.03699999999997772	43097.15592006968	35113.329256504774	0.1118696599946207	0.0007694562888519728	1.1419980893944983	0.9542234668957444
325000	0.162499	0.865117	432558.50000000035	1.294120676108999e8	1.3877047636217002e7	1.15535019974683e8	403595.9244349301	28962.57556506805	1.9066537786282126e7	24579.330479553388	1.9066537786282126e7	0.020999999999958163	50280.01523989983	1.9066537786282126e7	0.020999999999958163	-38308.58304004681	-140453.3170260191	-0.09491816126161881	0.0004351928553863375	1.3248479521556173	0.9555181611951824
326000	0.162999	0.866335	433167.50000000035	1.298452351108999e8	1.3912873104656022e7	1.1593236200624397e8	397342.03156097233	35825.46843902022	1.9066537786282126e7	28090.66340520387	1.9066537786282126e7	0.02400000000000091	57462.87456000218	1.9066537786282126e7	0.02400000000000091	7182.859320102347	0.0	0.01807727033529332	0.0004956586199538253	1.108240066096614	0.9560415942634584
327000	0.163499	0.866543	433271.5000000004	1.302785066108999e8	1.3918393174623944e7	1.1636011343627606e8	427751.43003208935	5520.069967921823	1.896119779851261e7	3511.332925650484	1.896119779851261e7	0.002999999999985903	7182.859319966247	1.896119779851261e7	0.002999999999985903	-50280.01524003593	-105339.98776951432	-0.11754493780713716	6.172956615326693e-5	1.141624406709419	0.9567238152674504
328000	0.163999	0.866308	433154.00000000035	1.307116606108999e8	1.3935083980304008e7	1.16776576630596e8	416463.19431993365	16690.805680064484	1.910165111553863e7	38624.66218215532	1.9136764444795135e7	0.03299999999995862	79011.45251990092	1.9136764444795135e7	0.03299999999995862	71828.59319993468	175566.64628252387	0.17247284797214232	0.0006766036032195138	0.7909845369536939	0.9561327351787682
329000	0.164499	0.866579	433289.5000000004	1.311449501108999e8	1.394520890640255e7	1.1719974120449746e8	423164.5739014596	10124.926098542288	1.910165111553863e7	-3511.332925650484	1.9066537786282126e7	-0.0020000000000095497	-4788.572880022864	1.9066537786282126e7	-0.0020000000000095497	-83800.02539992379	-70226.65851300955	-0.19803176014313031	-4.085822059681397e-5	0.9918508282567742	0.9562616998973127
330000	0.164999	0.867447	433723.5000000004	1.315786736108999e8	1.3971386400870157e7	1.1760728721002984e8	407546.0055323839	26177.494467606768	1.9136764444795135e7	-49158.660959106775	1.9066537786282126e7	-0.040000000000020464	-95771.45760004899	1.9066537786282126e7	-0.040000000000020464	-90982.88472002612	0.0	-0.2232456789784351	-0.000814332681860222	0.840986319648102	0.9558622346781814
